6622;İhracat Pazarlaması Küçük ve Orta Boy İşletmeler İçin;Olcay BAYKAL;MPM Yayınları;Ankara-1989
6623;Factoring ve Özellikle Milletlerarası Özel Hukukta Factoring Sözleşmesi;Ayfer Uyanık ÇAVUŞOĞLU;Çağ Üniversitesi;Adana-2004
6624;Bilgi Ekonomisinde Elektronik Ticaret;Nusret EKİN;İstanbul Ticaret Odası;İstanbul-1998
6625;Dünya ve Türkiye'de E-İhracat Uygulamaları;İbrahim  KIRCOVA;İstanbul Ticaret Odası;İstanbul-2010
6626;E-Ticaret Güvenlik Rehberi;;İstanbul Ticaret Odası;İstanbul-2010
6627;Müşteri.Com - İnternette Daha Karlı Bir İş Stratejisi Nasıl Yaratılır;Patricia B. Seybold ve diğ.;Epsilon Yayıncılık;İstanbul-2001
6628;Türkiye'de Endüstri İşletmelerinin Müşteri Finansmanında Kullandıkları Tekniklerin Karşılaştırmalı Olarak İncelenmesi;Yıldırım B. ÖNAL;Sermaye Piyasası Kurulu;Ankara-1998
6629;Enflasyonist Ortamda İşletmelerin Ticari Kredi Yönetimi;Mehmet ERKAN;Anadolu Üniversitesi;Eskişehir-1990
6630;Bir Felsefe Sistemi Olarak Reklamcılık;Jules HENRY;Şule Yayınları;1995
6631;Reklam ve Reklam Mevzuatı;Zakir AVŞAR, Müge ELDEN;RTÜK;Ankara-2004
6632;Reklamların İzleyiciler Üzerindeki Etkileri;;RTÜK;Ankara-2004
6633;Kampanya Planlaması Reklam temmelli Pazarlama planı;Jım Avery;Reklamcılık Vakfı Yayınları;İstanbul
6634;Türkiye'nin Tanıtılması;Mehmet SARITAŞ;Kültür Bakanlığı Yayınları;Ankara-1987
6635;Halkla İlişkiler;Doç.Dr. Nuri Tortop;Türkiye Ortadoğu Amme İdaresi Ens.;Ankara-1975
6636;Halkla İlişkiler Nedir? - 7. Baskı;Prof. Dr. Filiz Balta Peltekoğlu;Beta Basım Yayın Dağ.;İstanbul - 2012
6637;Halkla İlişkilerin El Kitabı;Alison Theaker   ;Kapital Medya;İstanbul-2008
6638;Türkiye'de Kimyasallar Alanında İdari ve Kurumsal Kapasitenin G…..;;Çevre ve Orman Bakanlığı - Teach;Ankara-
6639;Kimyasal Teknolojiler ve Analizler;Satılmış BASAN, D.İMREN, S.YÜCE;Cumhuriyet Üniversitesi;Sivas-2001
6640;Kimya Sektörü;;İstanbul Ticaret Odası;İstanbul-2004
6641;Kimya Sanayiinde Çevre Koruma Uygulamaları;Nazmiye DEMİR, Dilek BİRBİL;MPM Yayınları;Ankara-1997
6642;Plant Design and Economics for Chemical Engineers;Max S. PETERS,Klaus D. TIMMERHAUS, R. WEST;The Mc. Graw Hill Companies;2003
6643;İşyerinde Kimyasallar;Canan KOÇ;Uluslararası Çalışma Bürosu;Ankara-1997
6644;Petro Kimya Sanayi;;İzmir Ticaret Odası;İzmir-1997
6645;İşyeri Atmosferinde Çözücü Buharlar Analizi;Seymur YASAN;Hacettepe Üniversitesi ;Ankara-1992
6646;Organik Çözücüler;;Ç.S.G.B. İSGÜM;Ankara-1994
6647;Organofosforlu ve Karbamatlı İnsektisid Üreten İşyerlerinde Sağlık Taraması;;Ç.S.G.B. İSGÜM;Ankara-1991
6648;Temiz Kömür Teknolojileri ve Yakma Teknikleri Semineri;Ed. Ahmet Sardar, Erşat Akyazılı;TMMOB Maden, Mak., Elek., Kimya Odal.;Ankara - 2007
6649;Biyoyakıt Politikalarının Tarım Sektörüne Etkileri;E.Emrah HATUNOĞLU;DPT Yayınları;Ankara-2010
6650;Yufkacı Meslek Kursu;;M.E.B. Devlet Kitapları Müd.;Ankara-2006
6651;Bulaşıkcı Meslek Kursu;;M.E.B. Devlet Kitapları Müd.;Ankara-2006
6652;Hamurkar Meslek Kursu;;M.E.B. Devlet Kitapları Müd.;Ankara-2006
6653;Kahvehane, Kıraathane, Çay Ocağı Elemanı Meslek Kursu;;M.E.B. Devlet Kitapları Müd.;Ankara-2006
6654;Kasap Meslek Kursu;;M.E.B. Devlet Kitapları Müd.;Ankara-2006
6655;Kavurma Üretimi Meslek Kursu;;M.E.B. Devlet Kitapları Müd.;Ankara-2006
6656;Krema ve Tereyağı Üretim Elemanı Meslek Kursu;;M.E.B. Devlet Kitapları Müd.;Ankara -2006
6657;Pastırma Üretim Elemanı  Meslek Kursu;;M.E.B. Devlet Kitapları Müd.;Ankara-2006
6658;Pastörize Sterilize Süt Üretim Elemanı Meslek Kursu;;M.E.B. Devlet Kitapları Müd.;Ankara-2006
6659;Yoğurt/ Ayran Üretim Elemanı Meslek Kursu;;M.E.B. Devlet Kitapları Müd.;Ankara-2006
6660;Süt Tozu Üretim Elemanı Meslek Kursu;;M.E.B. Devlet Kitapları Müd.;Ankara-2006
6661;Peynir Üretim Elemanı Meslek Kursu;;M.E.B.Devlet Kitapları Müd.;Ankara-2006
6662;Sıcak Mutfak Aşçısı Meslek Kursu;;M.E.B. Devlet Kitapları Müd.;Ankara-2006
6663;Soğuk Mutfak Aşçısı Meslek Kursu;;M.E.B. Devlet Kitapları Müd.;Ankara-2006
6664;Perakende Satış Elemanı Meslek Kursu;;M.E.B. Devlet Kitapları Müd.;Ankara-2006
6665;Tabildot Aşçısı Meslek Kursu;;M.E.B. Devlet Kitapları Müd.;Ankara-2006
6666;Dondurulmuş Meyve ve Sebze Sektör Araştırması;Gülay BABADOĞAN;İGEME;Ankara-1999
6667;Şekerin Geleceği – Sempozyum 1;;Şeker İş Sendikası ;Ankara-2012
6668;Şekerin Geleceği - Sempozyum 2;;Şeker İş Sendikası ;Ankara-2013
6669;Şeker Fabrikalarının Yeniden Yapılandırılması;;Türkiye Şeker Sanayi İşçileri Sendikası;Ankara-2013
6670;Şekerin Geleceği;;Mattek;Ankara-2011
6671;"Şekeri ve Şeker Makine Fabrikalarında İş Sağlığı ve Güvenliği Proje Denetimi 
Değerlendirme Raporu";;Ç.S.G.B. İş Teftiş Kurulu Başkanlığı;Ankara-2005
6672;Şeker Sanayi 1989-1993 Yılları İş kazaları İstatistikleri;;Şeker-İş Sendikası;Ankara-1994
6673;Şeker Dedem Uşak Şeker Fabrikasının Gerçek Hikayesi;Mehmet ŞEKER;Meta ;İzmir-2015
6674;Türkiye Buğday Piyasasının İşleyişi ve Regülasyon;Esin NACAR;DPT Yayınları;Ankara-2009
6675;Unlu Mamul Üreten ve Satan İşyeri Mevzuatı ve Avrupa Birliği Uyumu Raporu;Muhsin AKGÖR;İTO;İstanbul-2006
6676;Ekmekçilik Sektör Araştırması;Halit KESKİN, Cemal ZEHİR;İTO;İstanbul-2011
6677;Dünya ve Türkiye'de Doğal Gaz Sektörü ve İnovasyon Etkileri;Muzaffer ERTÜRK;İTO;İstanbul-2011
6678;Türkiye Sıvılaştırılmış Petrol Gazı (LPG) Meclisi Sektör Raporu;;TOBB;Ankara-2012
6679;"Asetilen Üretimi Yapan Tesiste Hata Ağacı-Olay Ağacı Metedolojisi İle Risk 
Değerlendirmesi";Kadir TOMAS;ÇASGEM;Ankara-2007
6680;Naylon Aşkı Öldürür;Hamdi TEMEL;Hayy;İstanbul-2011
6681;Plastik Kauçuk Rehberi;Hayrullah YELKENCİ;PAGEV;İstanbul-2005
6682;Türkiye Kozmetik ve Temizlik Ürünleri Sanayi  Sektör Raporu;;TOBB;Ankara-2008
6683;Türkiye Kozmetik ve Temizlik Ürünleri Sanayi  Sektör Raporu;;TOBB;Ankara-2012
6684;Türkiye Demir ve Demirdışı Metaller Meclisi Sektör Raporu;;TOBB;Ankara-2010
6685;Kurşunlu Akümülatör Üretilen İşyerlerinde Kurşuna Maruziyetin İncelenmesi;Ömer ERSOY;İstanbul Üniversitesi;İstanbul-1982
6686;Kanda Kurşun Analizi Diferansiyel Puls Anodik Sıyırma Voltametrisi ile ilg. Uygulamalar;Suna TOPTAN;Hacettepe Üniversitesi ;Ankara-1983
6687;Taşocakçılığı Nizamnamesi Kapsamında Kum, Kil ve Taşocakları Envanteri - 1996;;Başbakanlık DİE;Ankara-1996
6688;Taşocakçılığı Nizamnamesi Kapsamında Kum, Kil ve Taşocakları Envanteri - 1997;;Başbakanlık DİE;Ankara-1997
6689;IWCEA 2015 - Meslski Eğitimde 1. Uluslararası Yapuı ve Elektrik Uygulamaları Çalıştayı;Ed. Prof.Dr. Gülgün Yılmaz ve diğ.;Anadolu Üniversitesi;Eskişehir - 2016
6690;Dönemler İtibariyle İmalat Sanayii İstihdam, Ödemeler, Üretim ve Eğilim 1999-2000 3 cilt;;Devlet İstatistik Enstitüsü;Ankara-2000
6691;Dönemler İtibariyle İmalat Sanayii İstihdam, Ödemeler, Üretim ve Eğilim 2000-2001 2 cilt;;Devlet İstatistik Enstitüsü;Ankara-2001
6692;Dönemler İtibariyle İmalat Sanayii İstihdam, Ödemeler, Üretim ve Eğilim 2001-2002 4 cilt;;;
6693;Dönemler İtibariyle İmalat Sanayii İstihdam, Ödemeler, Üretim ve Eğilim 2002-2003 2 cilt;;Devlet İstatistik Enstitüsü;Ankara-2002
6694;Yıllık İmalat Sanayi İstatistikleri 1990;;Devlet İstatistik Enstitüsü;Ankara-1990
6695;Yıllık İmalat Sanayi İstatistikleri 1996;;Devlet İstatistik Enstitüsü;Ankara-1996
6696;Yıllık İmalat Sanayi İstatistikleri 1997;;Devlet İstatistik Enstitüsü;Ankara-1997
6697;Yıllık İmalat Sanayi İstatistikleri 1998;;Devlet İstatistik Enstitüsü;Ankara-1998
6698;Yıllık İmalat Sanayi İstatistikleri 1999;;Devlet İstatistik Enstitüsü;Ankara-1999
6699;Yıllık İmalat Sanayi İstatistikleri 2000;;Devlet İstatistik Enstitüsü;Ankara-2000
6700;Endüstri Mühendisleri İçin İmalat Süreçleri;Prof. Doğan EROL, Yrd.Doç. Berna ULUTAŞ;Seçkin Yayıncılık;Ankara-2011
6701;Dökümhaneler;Gonca ŞENER;ÇASGEM;Ankara-2011
6702;Sanayide İş Güvenliği Eğitim Rehberi ( Makine Koruyucuları);;Ç.S.G.B. İşçi Sağlığı Genel Müd.;Ankara-1970
6703;Türkiye'de Kalıpçılık Sektörünün Bugünü ve Yarını;;İstanbul Ticaret Odası;İstanbul-2007
6704;Sanayide Daha Etkili Bir Çevre Yönetimi İçin Temiz Üretim: Metal Kaplama Sektörü;Selin Engin, Tuğba Altışık;MPM Yayınları;Ankara - 2011
6705;Çeliğin Isıl İşlemi;M. Ali TOPBAŞ;Yıldız Teknik Üniversitesi;İstanbul-1992
6706;Deri ve Deri Mamulleri;;Devlet Planlama Teşkilatı;Ankara-1996
6707;Kağıt, Kırtasiye ve Basım sanayii;;İzmir Ticaret Odası;İzmir-1997
6708;Basında SEKA Direnişi;;Selüloz-İş Genel Sanayi-Sen;Ankara - 1998
6709;2006 Yılında Türkiye Ekonomisinin Beklentileri ve Kağıt Sektörünün Sorunları;;İstanbul Ticaret Odası;İstanbul-2006
6710;Adıyaman Tekstil Sektörü Kümelenme Raporu;;GAP;Ankara-2004
6711;Eski Bir Dokumacı Köyün İzinde;Çiğdem KARA;Anadolu Üniversitesi;Eskişehir-2010
6712;Avrupa Birliği'ne Uyum Sürecinde Türk İplik Sektörü;Prof. Dr. Osman Bülent ÖZİPEK   ;İst. Ticaret Odası Yayın No:114;İstanbul-2011
6713;Bursa'da İpekçilik;Fahri DALSAR;İstanbul Üniversitesi;İstanbul-1960
6714;Dünyada ve Türkiye'de Akıllı Tekstiller;;İstanbul Ticaret Odası;İstanbul-2007
6715;"Tekstil de Yeni Ufuklar ""Teknik Tekstil""";;İstanbul Ticaret Odası;İstanbul-2005
6716;Osmanlı'dan Günümüze Tekel;Prof. Dr. Fatma - A. Suut DOĞRUEL;Tekel;İstanbul - 2000
6717;Tütün Endüstrisinde Çalışanların Sağlık Taraması;;Ç.S.G.B. İSGÜM;Ankara-1987
6718;Ölçme ve Kontrol;Salih ÇELİK;Milli Eğitim Yayınları;İstanbul-1989
6719;Türkiye'de Optometrik Ürünler Sektörü;;İstanbul Ticaret Odası;İstanbul-2009
6720;Yaylı Çalgı Yapım Teknolojisi III;Hasan sami YAYGINGİL;Anadolu Üniversitesi;Eskişehir-2010
6721;Teknoloji ve Pazarlama Yapıları Değişirken Beyaz Eşya Sektörü;;İzmir Ticaret Odası;İzmir-2001
6722;Dünyada ve Türkiye'de Mobilya Sektörü;Tamer KAYACIKLI;İTO;İstanbul-2003
6723;Avrupa Birliği'ne Uyum Sürecinde Türk Tekstil Sektörünün Durumu;Prof.Dr.Osman Bülent ÖZİPEK, Dilek BORA;İst. Ticaret Odası Yayın No:44;İstanbul-2010
6724;1. İTO Tekstil Şurası;;İstanbul Ticaret Odası;İstanbul-2007
6725;1. Ulusal Çukurova Tekstil Kongresi;Erdem KOÇ;Çukurova Üniversitesi;Adana-1999
6726;Türkiye'nin Petrolü Tekstil ve Konfeksiyon Sanayii;;Öz İplik-İş Sen.;İstanbul/İzmir-1994
6727;Mobilya Sektörü Kişisel Koruyucu Donanım Rehberi;T.C. Ç.S.G.B-İş Sağlığı v Güvenliği Gen. Müd (İSGGM);İSGGM;Ankara-2016
6728;Boya Sektörü Kişisel Koruyucu Donanım Rehberi ;T.C. Ç.S.G.B-İş Sağlığı v Güvenliği Gen. Müd (İSGGM);İSGGM;Ankara-2016
6729;Metal Sektörü Kişisel Koruyucu Donanım Rehberi;T.C. Ç.S.G.B-İş Sağlığı v Güvenliği Gen. Müd (İSGGM);İSGGM;Ankara-2016
6730;Plastik Sektörü Kişisel Koruyucu Donanım Rehberi;T.C. Ç.S.G.B-İş Sağlığı v Güvenliği Gen. Müd (İSGGM);İSGGM;Ankara-2016
6731;Solunum Sistemi Koruyucuları (Maskeler);;Ç.S.G.B. İşçi Sağlığı Gen. Müd.;Ankara-1967
6732;Tekstil Aksesuarları Sektörün Sorunları ve Çözüm Önerileri;;İstanbul Ticaret Odası;İstanbul-2007
6733;Yeni Üretim Süreçleri ve Kadın Emeği;;Başbakanlık Kadının Statüsü G.M.;Ankara-1999
6734;Avrupa Birliği'ne Uyum Sürecinde Sektör Rehberleri Ambalaj Sanayii;;İstanbul Sanayi Odası;İstanbul-2010
6735;AB'ye Giriş Sürecinde Ambalaj Sektörü;;İTO;İstanbul-2004
6736;Ambalaj Sanayii;;İzmir Ticaret Odası;İzmir-1997
6737;Yapı Teknolojisi  1;Müslim AVCIOĞLU;Birsen Yayınevi;İstanbul-2011
6738;Yapı Teknolojisi 2;Müslim AVCIOĞLU;Birsen Yayınevi;İstanbul-2011
6739;Yapı Teknolojisi  3;Müslim AVCIOĞLU;Birsen Yayınevi;İstanbul-2011
6740;Çatılar;Nihat TOYDEMİR, Ülger BULUT;Yapı Yayın;İstanbul-2006
6741;Bina İnşaatı İstatistikleri 1990;;Başbakanlık DİE;Ankara-
6742;Bina İnşaatı İstatistikleri 1991-2002;;Başbakanlık DİE;Ankara-
6743;Bina İnşaatı İstatistikleri 1991-2000;;Başbakanlık DİE;Ankara-
6744;Bina İnşaatı İstatistikleri 1992-2000;;Başbakanlık DİE;Ankara-
6745;Bina İnşaatı İstatistikleri 1992-1998;;Başbakanlık DİE;Ankara-
6746;Bina İnşaatı İstatistikleri 1998;;Başbakanlık DİE;Ankara-
6747;Bina İnşaatı İstatistikleri 2000;;Başbakanlık DİE;Ankara-
6748;Bina İnşaatı İstatistikleri 2001;;Başbakanlık DİE;Ankara-
6749;Yapıda Denetim- Sorumluluk ve Sigorta;E. KARAESMEN, H.İZMİR, N. BOYACI;İNTES;Ankara-1989
6750;Yapı İşyerlerinde İş Sağlığı ve Güvenliği El Kitabı-İSG El Kitabı Serisi;T.C. Ç.S.G.B-İşTeftiş Kurulu Başkanlığı;ÇSGB İş Teftiş Kurulu Başkanlığı;Ankara
6751;Yapı Sektörü İş Güvenliği El kitabı;;ÇSGB İş Teftiş Kurulu Başkanlığı;Ankara-
6752;Yapı İşyerleri İş Sağlığı ve Güvenliği El kitabı;;ÇSGB İş Teftiş Kurulu Başkanlığı;Ankara-
6753;Avrupa Birliği'ne Uyum Sürecinde Sektör Rehberleri Yapı Malzemeleri Sanayii;;İstanbul Sanayi Odası;İstanbul-2010
6754;Türkiye İnşaat Malzemeleri Sektör Görünüm Raporu 2011;;TOBB;Ankara-
6755;Yapı Malzemeleri Sektöründe Rekabet Gücünü Geliştirme Projesi  ;;İstanbul Ticaret Odası;İstanbul-2012
6756;Türkiye İnşaat Sektörü Hammadde Haritası;Murat KURUOĞLU;Sektörel Yayın;İstanbul-2009
6757;Ahşap Malzemenin Korunması;;Milli Prodüktivite Merkezi;Ankara-1988
6758;Yapı Malzemeleri Sektöründe Rekabet Gücünü Geliştirme Projesi;;İstanbul Ticaret Odası;İstanbul-2012
6759;Türkiye Toprak Sanayi Ürünleri Sektör Raporu 2011;;TOBB;Ankara-2012
6760;Çelik Yapıların Tasarım Hesap ve Yapım Esaslarına Dair Yönetmelik;Çevre ve Şehircilik Bakanlığı;;2017
6761;Hasta Bina Sendurumua Dikkatr;ÇSGB İSGÜM;;Ankara
6762;Türkiye'de Yapıların Yalıtımı ve Yalıtım Sanayiinin Durumu;Prof.Dr.Alpin Kemal DAĞSÖZ;İst. Ticaret Odası Yayın No:52;İstanbul-1999
6763;Isı yalıtımı;Prof. Dr. Hikmet KARAKOÇ;Rota Yayın;40603
6764;III. İnternational Workshop on Earthqueka and Sustainable Materials ;;Anadolu Üniversitesi;Eskişehir - 2014
6765;Deprem ve Yapı İlişkisi;Doç. Dr. Yücel GÜNEY;Anadolu Üniversitesi;Eskişehir-2012
6766;Depreme Dayanıklı Yapların Tasarım İlkeleri;Nazif ÇAMLIBEL;Yıldız Teknik Üniversitesi;İstanbul-1994
6767;Türkiye İklimlendirme Meclisi Sektör Raporu 2011;;TOBB;Ankara-2011
6768;Mine Ventilation Engineering;Tevfik Güyagüler, Ömer Erdem;METU Mining Engineering Department;Ankara - 2008
;GÜZEL SANATLARLA İLGİLİ KONULAR;700-800 ARASI;;
6769;4. Uluslararası Sanat Sempozyumu Özet Kitabı;;Anadolu Üniversitesi;Eskişehir - 2016
6770;5. Uluslararası Sanat Sempozyumu- Özel Kitap;ART SYMPOSIUM;Anadolu Üniversitesi;Eskişehir - 2017
6771;Glass Anımals;Albane DOLEZ;;
6772;Güzel Sanatlar Eğitiminde 100 Yıl;Prof. Muhteşem GİRAY;Mimar Sinan Üniversitesi;İstanbul-1983
6773;The Anadolu İnternational Symposium on Arts Education - 2 Cilt;;Anadolu Üniversitesi;Eskişehir - 2014
6774;Türkiye'de Sanat Eğitimi Sempozyumu - 2-;;İst. Devlet Güzel Sanatlar Aka.;İstanbul-1981
6775;İşitme Engellilerle Temel Sanat Eğitimi;Doç. Pınar GENÇ;Anadolu Üniversitesi;Eskişehir-2012
6776;Güzel Sanatlar Üniversitesi Devlet Güzel Sanatlar Akademisi'nin Geleceği;Mehmet ÇUBUK;İst. Devlet Güzel Sanatlar Aka.;İstanbul-1977
6777;Lisansüstü + 2010 - Anadolu Üniversitesi Güzel Sanatlar Enstitüsü Öğrenci Sergisi;;Anadolu Üniversitesi;Eskişehir-2010
6778;Anadolu Uluslararası  Sanat Eğitimi Sempozyumu;;Anadolu Üniversitesi;Eskişehir-2014
6779;Toprak sanatlarında Dekoratif Uygulama Yöntemleri;Tülin AYTA;Anadolu Üniversitesi;Eskişehir-2017
6780;Bölge Planlama;Prof. Ergun TANERİ;Yıldız Teknik Üniversitesi;İstanbul-1986
6781;İmar Terimleri;Erol ÜNAL - Ferudun DUYGULUER vd.;TODAİE;Ankara-1998
6782;Türkiye'de Kentbilim Eğitimi;Prof. Ruşen KELEŞ;Ankara Üni. SBF;Ankara-1987
6783;Ankara Kalesi Koruma Geliştirme İmar Planı Projesi;;Kültür Bakanlığı - Altındağ Belediyesi;Ankara-1987
6784;Kent Planlamada Yeni Gündem - Çevre ve Katılım;;TMMOB Şehir Plancıları Odası;Ankara-1994
6785;Planlamaya Katılım - Türkiye'de 14. Dünya Şehircilik Günü Kollokyumu;;Mimar Sinan Üniversitesi;İstanbul-1993
6786;Yerleşim Yazıları;;Yıldız Teknik Üniversitesi;İstanbul-1992
6787;Türkiye'de Ekonomik Mekan Farklılaşmaları ve Planlama;İclal DİNÇER;Yıldız teknik Üniversitesi;İstanbul-1994
6788;l. Planlama Kongresi Planlamanın Meşruiyeti ve Plancıların Konumları;;TMMOB Şehir Plancıları Odası;Ankara-2002
6789;"4. Şehircilik Konferans ve Çalıştayı - Şehirlerin Geleceğini Düşünmek ve Yeniden 
Tasarlamak";Ed. Doç.Dr. Mustafa ORÇAN ve Diğ.;Pursaklar Bel. - Yıldırım Beyazıt Üni.;Ankara - 2012
6790;Kentleşme Politikası;Ruşen KELEŞ;İmge Kitabevi;Ankara-2006
6791;Türkiye Planlama Okulları Birliği 1.nci Koordinasyon Toplantısı;;TMMOB Şehir Plancıları Odası;İstanbul-2005
6792;AB Sürecinde Şehir Plancılarının Geleceği;Hülya Berkmen YAKAR;TMMOB;İstanbul-2006
6793;Ankara Üst Ölçek Plan Sorunsalı;;TMMOB Şehir Plancıları Odası;Ankara-2002
6794;Batılılaşma Dönemi İstanbul'unda Hanlar ve Pasajlar;Nursel GÜLENAZ;İstanbul Ticaret Odası;İstanbul-2010
6795;Tipik Yapılariyle Osmanlı Şehirciliğinde Çarşı ve ……. İmar Sistemi;Prof. Mustafa CEZAR;Mimar Sinan Üniversitesi;İstanbul-1985
6796;Eskişehir Zaviye ve Türbeleri (Selçuklu-Osmanlı Dönemi);Erol ALTINSAPAN - Canan PARLA;Anadolu Üniversitesi;Eskişehir-2010
6797;Peyzaj Yönetimi;Aslı AKAY - Münevver Demirbaş ÖZEN;TODAİE;Ankara-2009
6798;Kırsal Peyzaj (Koruma-Onarım-Düzenleme);Prof. Suad İ. ÜRGENÇ;Yıldız Teknik Üniversitesi;İstanbul-2000
6799;2002 Mimarlar Odası 8. Ulusal Mimarlık Sergisi ve Ödülleri;Yay. Sor. Gülçin İPEK;TMMOB Mimarlar Odası;İstanbul - 2004
6800;2004 Mimarlar Odası 9. Ulusal Mimarlık Sergisi ve Ödülleri;;TMMOB Mimarlar Odası;İstanbul - 2005
6801;Dünyada Mimarlık Mesleği Uygulaması;;;2002
6802;Kent, Planlama - Politika, Sanat;İlhan TEKELİ;O.D.T.Ü.;Ankara-1994
6803;Mimarlık - Dizin 1-325 (1963 - 2005);Haz. Sehernaz GÜVENBAŞ ve Diğ.;TMMOB Mimarlar Odası;Ankara - 2006
6804;1950'ler Kuşağı Mimarlık Antolojisi;Prof. Enis KORTAN;YEM Yayın;İstanbul-1997
6805;Cumhuriyet Döneminde Kadın ve Mimarlık;Neslihan Türkün DOSTOĞLU;TMMOB;Ankara-2005
6806;"Dünya Mimarlarıyla Pekin'den İstanbul'a (1999 - 2005) Yazılar - Anılar  --  22. Dünya 
Mimarlık Kongresi";Oktay EKİNCİ;TMMOB Mimarlar Odası;Ankara - 2005
6807;Mimari Tasarım Sürecine Katılımcı Yaklaşım;Deniz İNCEDAYI;Mimar Sinan Üniversitesi;İstanbul-2002
6808;Türk Mimarisinden Çizimler;Gerd SCHNEİDER;Mimar Sinan Üniversitesi;İstanbul-2000
6809;Mimarlık Öğrencileri İçin Tasarımda Eskizler;Necati İNCEOĞLU - Murat SOYGENİŞ - Ela ÇİL;Yıldız Teknik Üniversitesi;İstanbul-1997
6810;Binaların Yeniden Kullanımı;Ülkü ALTINOLUK;YEM Yayın;İstanbul-1998
6811;Mimari Korumada Güncel Konular;Nuray ÖZASLAN - Deniz ÖZKUT;Anadolu Ünv. Yayınları;Eskişehir-2010
6812;50 Yıla Tanıklık - Mimarlar Odası 50. Yılını Kutluyor;N. Müge CENGİZKAN;TMMOB;Ankara-2006
6813;Mimarlık ve Eğitim Kurultayı III;;TMMOB;Ankara-2005
6814;Avrupa Mimarlık ve Yarın;;TMMOB;Ankara-1995
6815;Bulgaristan'da Osmanlı Dönemi Kentsel Gelişimi ve Mimari Anıtlar;Machiel KIEL;Kültür Bakanlığı Yayınları;Ankara-2000
6816;Kuşadası Doğal ve Kültürel Kimliğini Yeniden Kazanıyor;;Kuşadası Belediyesi;2003
6817;Yeşil Ankara;;Ankara Büyükşehir Belediyesi;Ankara-2013
6818;Bir Kentin Kileri: Hevsel;Ed. Recep TEZGEL ve Diğ.;Diyarbakır Valiliği;Diyarbakır-2011
6819;Diyarbakır Surları;Orhan Cezmi TUNCEL;Diyarbakır Valiliği;Ankara-2012
6820;Diyarbakır Mimarisi;Yrd.Doç.Dr. İrfan YILDIZ;Diyarbakır Valiliği;Diyarbakır-2012
6821;Kapılar: Hafif Bölmeler, Detaylar;Utarit İZGİ - Belde Batum AYSEL;YEM Yayın;İstanbul-2003
6822;Yaşayan Duvarlar - Evinizi Değiştirecek Dekoratif Boya Uygulamaları;Sacha COHEN;Yapı Yayın / DYO;İstanbul-2004
6823;Düşey Sirkülasyon Araçları: Merdivenler;Prof. Abdullah SARI;YEM Yayın;İstanbul-2000
6824;Merkezi İtalya'da Ortaçağ Şehirlerinin Meydanlarına ve Çevre Mah…..;Orhan ŞAHİNLER;İst. Devlet Güzel Sanatlar Aka.;İstanbul-1964
6825;Hellenistik ve Roma Dönemlerinde Dağlık Phrygia Bölgesi Kaya Mezarları;R. Eser KORTANOĞLU;Anadolu Üniversitesi;Eskişehir-2008
6826;Kamu Mekanları Tasarımı ve Kent Mobilyaları Sempozyumu;;Mimar Sinan Üniversitesi;İstanbul-1991
6827;"""I. Edirne Sarayı"" Sempozyumu Bildirileri";Ender BİLAR;Trakya Üniversitesi;Edirne-1999
6828;Beylerbeyi Sarayı;;T.B.M.M.;İstanbul-1993
6829;Dolmabahçe Palace;;T.B.M.M.;İstanbul-1995
6830;Geçmişten Günümüze İstanbul Hanları;Mehmet Sadettin FİDAN;İstanbul Ticaret Odası;İstanbul-2009
6831;Sağlık Binaları ve Hastaneler;Asım MUTLU;İst. Devlet Güzel Sanatlar Aka.;İstanbul-1973
6832;Edirne Sultan II. Bayezid Külliyesi;Ratip KAZANCIGİL;Trakya Üniversitesi;Edirne-1997
6833;Kanuni Vakfiyesi - Süleymaniye Külliyesi;Yasin YILMAZ;Vakıflar Genel Müd.;Ankara-2008
6834;Sivas Gök Medrese;Orhan Cezmi TUNCER;Vakıflar Genel Müd.;Ankara-2008
6835;Türk Ev Geleneği ve Safranbolu Evleri;Reha GÜNAY;YEM Yayın;İstanbul-1999
6836;Mekan Organizasyonu ve Donatımı Bilim Dalı 1991-1992 Konferansları;;Mimar Sinan Üniversitesi;İstanbul-1997
6837;Uluslararası İstanbul Mermer Heykel Sempozyumu;;Mimar Sinan Üniversitesi;İstanbul-2003
6838;Fotoğraflarla Atatürk Anıtları - 1;Prof. Ethem Faruk MUMCU;Süleyman Demirel Üniversitesi;Isparta - 2003
6839;İstiklal Madalyası: Tarihçesi ve Tanımı;;Türkiye Muharip Gaziler Der.;Ankara-1983
6840;Köktürk Kağanlığı Sikkeleri Kataloğu;Dr. Gaybullah BABAYAR;TİKA;Ankara-2007
6841;5. Uluslararası Sanat Sempozyumu-Karma Sergisi 3. Uluslararası Seramik Pişirme Çalıştayı;Anadolu Üniversitesi;Anadolu Üniversitesi;Eskişehir - 2017
6842;2015 Muammer Çakı 9. Uluslararası Öğrenci Seramik Yarışması;Anadolu Üniversitesi;Anadolu Üniversitesi;Eskişehir - 2015
6843;2017 Muammer Çakı 10. Uluslararası Öğrenci Seramik Yarışması;Anadolu Üniversitesi;Anadolu Üniversitesi;Eskişehir - 2017
6844;Beril Anılanmert Seramik Sergisi;;Dışişleri Bakanlığı;Ankara-2006
6845;II. Uluslararası Sıraltı-Sırüstü Resimler Sempozyumu ve Sergisi 2011;;Anadolu Üniversitesi;Eskişehir-2011
